0	967
0	1193
0	1137
0	1095
0	1043
0	1110
0	1065
0	1133
0	946
0	1205
0	1145
0	997
0	984
0	1081
0	1182
0	949
0	1091
0	985
0	1107
0	1058
0	1140
0	1066
0	1037
0	1159
1	1227
1	1231
1	1246
1	1214
1	1220
2	1275
2	1286
2	1268
2	1261
2	1267
3	1304
3	1300
4	1373
4	1063
4	1316
4	1307
4	1131
4	1388
4	1348
4	1181
4	1367
4	1008
4	1308
4	1397
4	1309
4	1376
4	1005
5	1469
5	1461
5	1433
5	1259
5	1431
5	1199
5	1069
5	1367
5	943
5	1402
5	1184
5	1240
5	1477
5	1074
5	1404
5	1439
5	1416
5	1112
5	1165
6	1591
6	1416
6	1298
6	1156
6	1613
6	1510
6	1412
6	1508
6	1128
6	967
6	1122
6	951
6	1491
6	1557
6	1430
6	1552
6	1515
6	1321
6	1488
6	1385
6	1593
6	1012
6	1013
6	1544
6	1405
6	1528
6	1038
6	1519
6	1283
6	1307
6	1121
6	1571
6	1534
6	981
6	1067
6	1605
7	953
7	1278
7	1452
7	1164
7	1373
8	1143
8	992
9	1651
9	1424
9	1356
9	1460
9	1559
9	1172
9	1412
9	1641
9	1531
9	1180
9	1444
9	1372
9	1122
9	1012
9	965
9	1642
10	1314
10	1690
10	1260
10	1391
10	1118
10	1063
10	1343
10	1025
10	970
10	1671
10	994
10	1679
10	1369
10	950
10	1138
10	1000
11	1116
11	1040
11	1170
11	1270
11	1030
12	1844
12	1632
12	1500
12	1216
12	1453
12	1094
12	1604
12	1004
12	995
12	1804
12	980
12	1153
12	1845
12	1853
12	1511
12	1230
12	1100
12	1312
12	1252
12	1114
12	1664
12	1217
12	1719
12	1268
12	1688
12	1859
12	1439
12	1087
12	1795
12	1508
12	1204
12	1335
12	1069
12	1416
12	1264
12	1020
12	1633
12	1366
12	1126
12	1116
12	1561
12	1716
12	991
12	1858
12	1177
12	1768
12	1117
12	1107
12	1691
12	1707
12	1074
12	1761
12	1741
12	1709
12	1721
12	1752
12	1380
13	1449
13	1465
13	1415
13	1137
13	1372
13	1596
13	1861
13	1182
14	1270
14	1053
14	1876
14	1162
14	1179
14	1217
14	1067
14	1063
14	1191
14	1225
15	1244
15	1100
15	1365
15	1603
15	1114
15	1013
15	1390
15	957
15	1094
15	1029
15	1042
15	1141
15	1533
16	1185
16	1570
16	1163
17	1334
17	1085
17	964
17	1152
17	1014
17	1001
17	994
17	1658
17	1361
17	1656
17	1158
17	990
17	1079
17	1458
17	1184
17	1030
17	1798
17	1042
17	1360
17	1452
17	1900
17	1454
17	974
17	950
17	1575
18	1267
18	1144
19	1085
19	1575
19	1265
19	964
19	992
20	1742
20	1386
20	1936
20	1917
20	1202
20	1577
20	1300
20	1711
20	1570
20	1928
20	1922
20	1561
20	1932
20	1815
20	957
20	1069
21	1372
21	1152
21	1031
21	1170
21	1674
21	946
21	1069
21	1868
21	1004
21	1192
21	1347
22	1176
22	1177
22	1158
22	1095
22	1113
22	1464
22	1309
22	1137
22	998
22	1621
22	1946
22	1001
22	1096
23	1074
23	1597
23	1165
23	949
23	1949
23	1641
24	1075
24	1076
24	1469
24	1146
24	1021
24	1554
24	1067
25	1240
25	1213
25	1233
25	1226
25	1235
25	1693
25	1702
25	1413
25	1457
25	1878
26	1230
26	1872
27	1172
27	947
27	1038
27	1390
27	973
27	1161
27	1614
28	1254
28	1961
28	1122
29	1106
29	1345
29	1077
29	1722
30	1248
30	1461
30	1964
31	1210
31	949
31	1397
31	1570
32	1213
32	1281
32	1271
33	1841
34	1242
34	1206
35	1968
35	1820
36	1152
36	949
36	1520
36	1773
36	1175
37	1236
37	1579
37	1348
37	1882
37	1970
37	1958
37	977
37	1393
37	1127
37	1615
37	1375
38	1243
38	1230
39	1184
39	1300
39	1980
40	1122
40	1136
40	1911
40	1115
40	1098
41	1433
41	1602
41	1988
41	1039
41	1501
41	1028
41	1013
41	1883
41	1597
41	1911
41	1074
41	1537
41	1990
41	1768
41	1053
41	1992
42	1481
42	1523
42	1073
42	1200
42	1671
42	1353
42	1296
42	1868
42	1000
42	1164
42	1064
42	1066
42	1111
42	1012
42	1484
42	1488
42	1150
42	1199
42	1042
42	1697
43	1136
43	1698
43	992
43	1462
43	1099
43	1567
43	1270
43	1029
43	1361
43	1465
43	1114
43	964
43	1260
43	1117
44	1684
44	1226
44	1787
44	1123
45	1035
45	1690
46	1246
46	1228
47	998
47	1299
47	1471
47	1466
47	1157
47	1265
48	1861
48	1151
48	2019
48	1959
48	1397
48	1407
48	996
48	1762
48	946
48	1004
48	1659
48	1309
48	1243
48	1089
48	1519
48	1594
48	1231
48	1731
48	1041
48	1142
49	1269
49	1066
50	992
50	1123
51	1861
51	1042
51	1244
51	2027
51	1275
52	967
52	992
52	1226
53	1249
53	1042
53	1194
53	1288
53	1059
53	1182
54	992
54	1063
55	1674
55	1538
55	1242
55	1029
55	1004
55	1970
55	1179
55	1363
55	1383
55	1222
55	1352
55	992
55	1056
55	1103
55	1109
55	1501
55	1620
56	1417
56	1872
56	1136
56	1059
56	1787
56	1930
56	1265
56	1419
56	957
57	1309
57	1347
57	1152
57	1111
57	2005
57	1095
57	1255
57	1053
57	2012
57	1079
57	1063
57	1950
57	943
57	1116
58	1182
58	1586
